timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,
1.76E+12,25,/roller/-332,200,OK,User1 2-1,text,TRUE,,7249,356,1,1,http://172.26.129.146:8080/roller/,25,0,2,,,,,
1.76E+12,19,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-1,text,TRUE,,6284,951,1,1,http://172.26.129.146:8080/roller/roller-ui/login.rol,12,0,0,,# of messages,,,45595
1.76E+12,12,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-1,,TRUE,,170,480,1,1,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,12,0,0,,Time,,44472,44.472
1.76E+12,7,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-1,text,TRUE,,6114,471,1,1,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,Throughput,,,1025.251844
1.76E+12,29,/roller/roller_j_security_check-338,200,OK,User1 2-1,text,TRUE,,6553,1221,2,2,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,4,0,0,,elapsed,,5586521,122.5248602
1.76E+12,4,/roller/roller_j_security_check-338-0,302,Found,User1 2-1,,TRUE,,259,637,2,2,http://172.26.129.146:8080/roller/roller_j_security_check,4,0,0,,latency,,4140416,90.80855357
1.76E+12,24,/roller/roller_j_security_check-338-1,200,OK,User1 2-1,text,TRUE,,6294,584,2,2,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,24,0,0,,processing delay,,1446105,31.71630661
1.76E+12,6,/roller/roller-ui/login.rol-340,200,OK,User1 2-1,text,TRUE,,6294,501,2,2,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,6,0,0,,,,,
1.76E+12,46,/roller/-332,200,OK,User1 2-2,text,TRUE,,7249,356,2,2,http://172.26.129.146:8080/roller/,46,0,16,,,,,
1.76E+12,23,/roller/roller-ui/menu.rol-343,200,OK,User1 2-1,text,TRUE,,6284,1001,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,15,0,0,,,,,
1.76E+12,15,/roller/roller-ui/menu.rol-343-0,302,Found,User1 2-1,,TRUE,,170,500,3,3,http://172.26.129.146:8080/roller/roller-ui/menu.rol,15,0,0,,,,,
1.76E+12,8,/roller/roller-ui/menu.rol-343-1,200,OK,User1 2-1,text,TRUE,,6114,501,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,8,0,0,,,,,
1.76E+12,15,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-2,text,TRUE,,6284,951,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,8,0,0,,,,,
1.76E+12,8,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-2,,TRUE,,170,480,3,3,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,8,0,0,,,,,
1.76E+12,7,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-2,text,TRUE,,6114,471,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,
1.76E+12,13,/roller/roller-ui/menu.rol-348,200,OK,User1 2-1,text,TRUE,,6284,979,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,4,0,0,,,,,
1.76E+12,4,/roller/roller-ui/menu.rol-348-0,302,Found,User1 2-1,,TRUE,,170,489,3,3,http://172.26.129.146:8080/roller/roller-ui/menu.rol,4,0,0,,,,,
1.76E+12,8,/roller/roller-ui/menu.rol-348-1,200,OK,User1 2-1,text,TRUE,,6114,490,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,8,0,0,,,,,
1.76E+12,17,/roller/-332,200,OK,User1 2-3,text,TRUE,,7249,356,3,3,http://172.26.129.146:8080/roller/,17,0,2,,,,,
1.76E+12,11,/roller/-353,200,OK,User1 2-1,text,TRUE,,6552,471,3,3,http://172.26.129.146:8080/roller/,11,0,0,,,,,
1.76E+12,55,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-3,text,TRUE,,6284,951,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,18,0,0,,,,,
1.76E+12,46,/roller/-357,200,OK,User1 2-1,text,TRUE,,6552,452,3,3,http://172.26.129.146:8080/roller/,46,0,0,,,,,
1.76E+12,62,/roller/roller_j_security_check-338,200,OK,User1 2-2,text,TRUE,,6553,1221,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,7,0,0,,,,,
1.76E+12,18,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-3,,TRUE,,170,480,3,3,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,18,0,0,,,,,
1.76E+12,7,/roller/roller_j_security_check-338-0,302,Found,User1 2-2,,TRUE,,259,637,3,3,http://172.26.129.146:8080/roller/roller_j_security_check,7,0,0,,,,,
1.76E+12,54,/roller/roller_j_security_check-338-1,200,OK,User1 2-2,text,TRUE,,6294,584,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,54,0,0,,,,,
1.76E+12,37,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-3,text,TRUE,,6114,471,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol,37,0,0,,,,,
1.76E+12,20,/roller/roller-ui/login.rol-340,200,OK,User1 2-2,text,TRUE,,6294,501,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,20,0,0,,,,,
1.76E+12,25,/roller/roller-ui/menu.rol-358,200,OK,User1 2-1,text,TRUE,,6284,941,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,3,0,0,,,,,
1.76E+12,3,/roller/roller-ui/menu.rol-358-0,302,Found,User1 2-1,,TRUE,,170,470,4,4,http://172.26.129.146:8080/roller/roller-ui/menu.rol,3,0,0,,,,,
1.76E+12,22,/roller/roller-ui/menu.rol-358-1,200,OK,User1 2-1,text,TRUE,,6114,471,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,22,0,0,,,,,
1.76E+12,24,/roller/-332,200,OK,User1 2-4,text,TRUE,,7249,356,4,4,http://172.26.129.146:8080/roller/,24,0,3,,,,,
1.76E+12,20,/roller/roller-ui/menu.rol-343,200,OK,User1 2-2,text,TRUE,,6284,1001,5,5,http://172.26.129.146:8080/roller/roller-ui/login.rol,5,0,0,,,,,
1.76E+12,5,/roller/roller-ui/menu.rol-343-0,302,Found,User1 2-2,,TRUE,,170,500,5,5,http://172.26.129.146:8080/roller/roller-ui/menu.rol,5,0,0,,,,,
1.76E+12,15,/roller/roller-ui/menu.rol-343-1,200,OK,User1 2-2,text,TRUE,,6114,501,5,5,http://172.26.129.146:8080/roller/roller-ui/login.rol,15,0,0,,,,,
1.76E+12,22,/roller/roller-ui/login-redirect.rol-363,200,OK,User1 2-1,text,TRUE,,6284,989,5,5,http://172.26.129.146:8080/roller/roller-ui/login.rol,15,0,0,,,,,
1.76E+12,15,/roller/roller-ui/login-redirect.rol-363-0,302,Found,User1 2-1,,TRUE,,170,499,5,5,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,15,0,0,,,,,
1.76E+12,7,/roller/roller-ui/login-redirect.rol-363-1,200,OK,User1 2-1,text,TRUE,,6114,490,5,5,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,
