timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,# of messages,,,47855
1.76E+12,87,/roller/roller-ui/profile!save.rol-439,200,OK,User1 2-11,text,TRUE,,6322,1408,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,8,0,0,,,,,
1.76E+12,8,/roller/roller-ui/profile!save.rol-439-0,302,Found,User1 2-11,,TRUE,,189,828,100,200,http://172.26.129.146:8080/roller/roller-ui/profile!save.rol,8,0,0,,,,,
1.76E+12,79,/roller/roller-ui/profile!save.rol-439-1,200,OK,User1 2-11,text,TRUE,,6133,580,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,79,0,3,,,,,
1.76E+12,108,/roller/-353,200,OK,User1 2-98,text,TRUE,,6812,471,100,200,http://172.26.129.146:8080/roller/,108,0,0,,,,,
1.76E+12,92,/roller/roller-ui/menu.rol-643,200,OK,User2 3-56,text,TRUE,,6322,993,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,11,0,0,,,,,
1.76E+12,11,/roller/roller-ui/menu.rol-643-0,302,Found,User2 3-56,,TRUE,,189,496,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,11,0,0,,,,,
1.76E+12,81,/roller/roller-ui/menu.rol-643-1,200,OK,User2 3-56,text,TRUE,,6133,497,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,81,0,3,,,,,
1.76E+12,58,/roller/roller-ui/menu.rol-650,200,OK,User2 3-38,text,TRUE,,6322,983,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,5,0,0,,,,,
1.76E+12,5,/roller/roller-ui/menu.rol-650-0,302,Found,User2 3-38,,TRUE,,189,491,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,5,0,0,,,,,
1.76E+12,53,/roller/roller-ui/menu.rol-650-1,200,OK,User2 3-38,text,TRUE,,6133,492,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,53,0,2,,,,,
1.76E+12,113,/roller/roller-ui/authoring/themedata-642,200,OK,User2 3-77,text,TRUE,,6322,856,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,12,0,0,,,,,
1.76E+12,12,/roller/roller-ui/authoring/themedata-642-0,302,Found,User2 3-77,,TRUE,,189,433,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/themedata,12,0,0,,,,,
1.76E+12,101,/roller/roller-ui/authoring/themedata-642-1,200,OK,User2 3-77,text,TRUE,,6133,423,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,101,0,3,,,,,
1.76E+12,122,/roller/roller-ui/login-redirect.rol-363,200,OK,User1 2-84,text,TRUE,,6322,989,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,16,0,0,,,,,
1.76E+12,16,/roller/roller-ui/login-redirect.rol-363-0,302,Found,User1 2-84,,TRUE,,189,499,100,200,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,16,0,0,,,,,
1.76E+12,106,/roller/roller-ui/login-redirect.rol-363-1,200,OK,User1 2-84,text,TRUE,,6133,490,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,106,0,2,,,,,
1.76E+12,74,/roller/roller-ui/login.rol-420,200,OK,User1 2-41,text,TRUE,,6313,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,74,0,2,,,,,
1.76E+12,86,/roller/roller-ui/menu.rol-648,200,OK,User2 3-26,text,TRUE,,6322,941,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,11,0,3,,,,,
1.76E+12,11,/roller/roller-ui/menu.rol-648-0,302,Found,User2 3-26,,TRUE,,189,470,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,11,0,3,,,,,
1.76E+12,75,/roller/roller-ui/menu.rol-648-1,200,OK,User2 3-26,text,TRUE,,6133,471,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,75,0,2,,,,,
1.76E+12,272,/roller/roller-ui/login-redirect.rol-413,200,OK,User1 2-65,text,TRUE,,6303,1005,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,101,0,3,,,,,
1.76E+12,101,/roller/roller-ui/login-redirect.rol-413-0,302,Found,User1 2-65,,TRUE,,189,507,100,200,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,101,0,3,,,,,
1.76E+12,171,/roller/roller-ui/login-redirect.rol-413-1,200,OK,User1 2-65,text,TRUE,,6114,498,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,171,0,2,,,,,
1.76E+12,164,/roller/roller-ui/authoring/themedata-430,200,OK,User1 2-16,text,TRUE,,6303,856,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,5,0,0,,,,,
1.76E+12,5,/roller/roller-ui/authoring/themedata-430-0,302,Found,User1 2-16,,TRUE,,189,433,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/themedata,5,0,0,,,,,
1.76E+12,159,/roller/roller-ui/authoring/themedata-430-1,200,OK,User1 2-16,text,TRUE,,6114,423,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,159,0,2,,,,,
1.76E+12,305,/roller/-353,200,OK,User1 2-80,text,TRUE,,6812,471,100,200,http://172.26.129.146:8080/roller/,305,0,0,,,,,
1.76E+12,370,/roller/-410,200,OK,User1 2-64,text,TRUE,,6793,489,100,200,http://172.26.129.146:8080/roller/,370,0,0,,,,,
1.76E+12,149,/roller/-435,200,OK,User1 2-61,text,TRUE,,6812,483,100,200,http://172.26.129.146:8080/roller/,149,0,2,,,,,
1.76E+12,356,/roller/-435,200,OK,User1 2-17,text,TRUE,,6812,483,100,200,http://172.26.129.146:8080/roller/,356,0,2,,,,,
1.76E+12,90,/roller/roller-ui/login-redirect.rol-363,200,OK,User1 2-43,text,TRUE,,6322,989,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,15,0,4,,,,,
1.76E+12,15,/roller/roller-ui/login-redirect.rol-363-0,302,Found,User1 2-43,,TRUE,,189,499,100,200,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,15,0,4,,,,,
1.76E+12,75,/roller/roller-ui/login-redirect.rol-363-1,200,OK,User1 2-43,text,TRUE,,6133,490,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,75,0,3,,,,,
1.76E+12,453,/roller/-410,200,OK,User1 2-51,text,TRUE,,6793,489,100,200,http://172.26.129.146:8080/roller/,453,0,2,,,,,
1.76E+12,284,/roller/-410,200,OK,User1 2-94,text,TRUE,,6793,489,100,200,http://172.26.129.146:8080/roller/,284,0,2,,,,,
1.76E+12,493,/roller/-357,200,OK,User1 2-85,text,TRUE,,6793,452,100,200,http://172.26.129.146:8080/roller/,493,0,0,,,,,
1.76E+12,164,/roller/-435,200,OK,User1 2-18,text,TRUE,,6793,483,100,200,http://172.26.129.146:8080/roller/,164,0,2,,,,,
1.76E+12,82,/roller/-357,200,OK,User1 2-90,text,TRUE,,6812,452,100,200,http://172.26.129.146:8080/roller/,82,0,0,,,,,
1.76E+12,102,/roller/roller-ui/login.rol-420,200,OK,User1 2-14,text,TRUE,,6313,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,102,0,2,,,,,
1.76E+12,70,/roller/roller-ui/menu.rol-648,200,OK,User2 3-19,text,TRUE,,6322,941,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,5,0,0,,,,,
1.76E+12,1753,/roller/-627,200,OK,User2 3-86,text,TRUE,,7448,418,100,200,http://172.26.129.146:8080/roller/,1751,0,2,,,,,
1.76E+12,5,/roller/roller-ui/menu.rol-648-0,302,Found,User2 3-19,,TRUE,,189,470,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,5,0,0,,,,,
1.76E+12,65,/roller/roller-ui/menu.rol-648-1,200,OK,User2 3-19,text,TRUE,,6133,471,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,65,0,2,,,,,
1.76E+12,1826,/roller/roller-ui/menu.rol-343,200,OK,User1 2-67,text,TRUE,,6303,1001,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,2,0,0,,,,,
1.76E+12,2,/roller/roller-ui/menu.rol-343-0,302,Found,User1 2-67,,TRUE,,189,500,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,2,0,0,,,,,
1.76E+12,1824,/roller/roller-ui/menu.rol-343-1,200,OK,User1 2-67,text,TRUE,,6114,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,1822,0,2,,,,,
1.76E+12,1663,/roller/roller-ui/login.rol-420,200,OK,User1 2-15,text,TRUE,,6313,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,1661,0,2,,,,,
1.76E+12,1976,/roller/-410,200,OK,User1 2-25,text,TRUE,,6652,489,100,200,http://172.26.129.146:8080/roller/,1974,0,1,,,,,
1.76E+12,1701,/roller/-627,200,OK,User2 3-87,text,TRUE,,7448,418,100,200,http://172.26.129.146:8080/roller/,1698,0,4,,,,,
1.76E+12,1581,/roller/roller-ui/login.rol-340,200,OK,User1 2-92,text,TRUE,,6313,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,1578,0,2,,,,,
1.76E+12,38,/roller/roller-ui/menu.rol-648,200,OK,User2 3-48,text,TRUE,,6303,941,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,5,,,,,
1.76E+12,19,/roller/roller-ui/menu.rol-648-0,302,Found,User2 3-48,,TRUE,,170,470,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,19,0,5,,,,,
1.76E+12,19,/roller/roller-ui/menu.rol-648-1,200,OK,User2 3-48,text,TRUE,,6133,471,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,0,,,,,
1.76E+12,488,/roller/roller-ui/register.rol-411,200,OK,User1 2-34,text,TRUE,,56617,474,100,200,http://172.26.129.146:8080/roller/roller-ui/register.rol,471,0,0,,,,,
1.76E+12,28,/roller/roller-ui/menu.rol-648,200,OK,User2 3-21,text,TRUE,,6303,941,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,
1.76E+12,7,/roller/roller-ui/menu.rol-648-0,302,Found,User2 3-21,,TRUE,,170,470,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,7,0,0,,,,,
1.76E+12,21,/roller/roller-ui/menu.rol-648-1,200,OK,User2 3-21,text,TRUE,,6133,471,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,21,0,0,,,,,
1.76E+12,290,/roller/roller-ui/menu.rol-650,200,OK,User2 3-22,text,TRUE,,6303,983,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,107,0,0,,,,,
1.76E+12,107,/roller/roller-ui/menu.rol-650-0,302,Found,User2 3-22,,TRUE,,189,491,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,107,0,0,,,,,
1.76E+12,183,/roller/roller-ui/menu.rol-650-1,200,OK,User2 3-22,text,TRUE,,6114,492,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,183,0,2,,,,,
1.76E+12,47,/roller/roller-ui/createWeblog.rol-429,200,OK,User1 2-40,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,10,0,0,,,,,
1.76E+12,10,/roller/roller-ui/createWeblog.rol-429-0,302,Found,User1 2-40,,TRUE,,189,496,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog.rol,10,0,0,,,,,
1.76E+12,37,/roller/roller-ui/createWeblog.rol-429-1,200,OK,User1 2-40,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,37,0,6,,,,,
1.76E+12,43,/roller/roller-ui/createWeblog!save.rol-653,200,OK,User2 3-53,text,TRUE,,6303,1390,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,6,0,0,,,,,
1.76E+12,6,/roller/roller-ui/createWeblog!save.rol-653-0,302,Found,User2 3-53,,TRUE,,189,810,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog!save.rol,6,0,0,,,,,
1.76E+12,37,/roller/roller-ui/createWeblog!save.rol-653-1,200,OK,User2 3-53,text,TRUE,,6114,580,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,37,0,7,,,,,
1.76E+12,44,/roller/roller-ui/authoring/entryEdit!firstSave.rol-657,200,OK,User2 3-37,text,TRUE,,6303,1115,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,6,0,0,,,,,
1.76E+12,6,/roller/roller-ui/authoring/entryEdit!firstSave.rol-657-0,302,Found,User2 3-37,,TRUE,,189,599,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryEdit!firstSave.rol?weblog=test37&bean.id=710adbc5-a814-46d0-aee2-8c336c4a2cfd,6,0,0,,,,,
1.76E+12,38,/roller/roller-ui/authoring/entryEdit!firstSave.rol-657-1,200,OK,User2 3-37,text,TRUE,,6114,516,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,38,0,5,,,,,
1.76E+12,177,/roller/roller-ui/menu.rol-426,200,OK,User1 2-66,text,TRUE,,6384,1001,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,25,0,1,,,,,
1.76E+12,25,/roller/roller-ui/menu.rol-426-0,302,Found,User1 2-66,,TRUE,,251,500,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,25,0,1,,,,,
1.76E+12,152,/roller/roller-ui/menu.rol-426-1,200,OK,User1 2-66,text,TRUE,,6133,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,152,0,0,,,,,
1.76E+12,47,/roller/roller-ui/createWeblog.rol-641,200,OK,User2 3-64,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,18,0,3,,,,,
1.76E+12,18,/roller/roller-ui/createWeblog.rol-641-0,302,Found,User2 3-64,,TRUE,,170,496,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog.rol,18,0,3,,,,,
1.76E+12,29,/roller/roller-ui/createWeblog.rol-641-1,200,OK,User2 3-64,text,TRUE,,6133,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,29,0,0,,,,,
1.76E+12,41,/roller/roller-ui/authoring/themedata-430,200,OK,User1 2-50,text,TRUE,,6303,856,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,6,0,0,,,,,
1.76E+12,6,/roller/roller-ui/authoring/themedata-430-0,302,Found,User1 2-50,,TRUE,,189,433,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/themedata,6,0,0,,,,,
1.76E+12,35,/roller/roller-ui/authoring/themedata-430-1,200,OK,User1 2-50,text,TRUE,,6114,423,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,35,0,6,,,,,
1.76E+12,190,/roller/roller-ui/authoring/themedata-430,200,OK,User1 2-63,text,TRUE,,6303,856,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,33,0,2,,,,,
1.76E+12,33,/roller/roller-ui/authoring/themedata-430-0,302,Found,User1 2-63,,TRUE,,170,433,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/themedata,33,0,2,,,,,
1.76E+12,157,/roller/roller-ui/authoring/themedata-430-1,200,OK,User1 2-63,text,TRUE,,6133,423,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,157,0,0,,,,,
1.76E+12,368,/roller/-647,200,OK,User2 3-2,text,TRUE,,6758,470,100,200,http://172.26.129.146:8080/roller/,368,0,0,,,,,
1.76E+12,486,/roller/-357,200,OK,User1 2-93,text,TRUE,,6793,452,100,200,http://172.26.129.146:8080/roller/,486,0,2,,,,,
1.76E+12,53,/roller/roller-ui/createWeblog.rol-429,200,OK,User1 2-46,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,18,0,4,,,,,
1.76E+12,18,/roller/roller-ui/createWeblog.rol-429-0,302,Found,User1 2-46,,TRUE,,170,496,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog.rol,18,0,4,,,,,
1.76E+12,35,/roller/roller-ui/createWeblog.rol-429-1,200,OK,User1 2-46,text,TRUE,,6133,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,35,0,0,,,,,
1.76E+12,60,/roller/roller-ui/profile.rol-649,200,OK,User2 3-44,text,TRUE,,6284,980,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,38,0,3,,,,,
1.76E+12,38,/roller/roller-ui/profile.rol-649-0,302,Found,User2 3-44,,TRUE,,170,491,100,200,http://172.26.129.146:8080/roller/roller-ui/profile.rol,38,0,3,,,,,
1.76E+12,22,/roller/roller-ui/profile.rol-649-1,200,OK,User2 3-44,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,22,0,0,,,,,
1.76E+12,493,/roller/-435,200,OK,User1 2-33,text,TRUE,,6793,483,100,200,http://172.26.129.146:8080/roller/,493,0,0,,,,,
1.76E+12,49,/roller/roller-ui/createWeblog.rol-641,200,OK,User2 3-98,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,5,0,0,,,,,
1.76E+12,5,/roller/roller-ui/createWeblog.rol-641-0,302,Found,User2 3-98,,TRUE,,189,496,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog.rol,5,0,0,,,,,
1.76E+12,44,/roller/roller-ui/createWeblog.rol-641-1,200,OK,User2 3-98,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,44,0,7,,,,,
1.76E+12,61,/roller/roller-ui/menu.rol-643,200,OK,User2 3-83,text,TRUE,,6303,993,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,22,0,4,,,,,
1.76E+12,22,/roller/roller-ui/menu.rol-643-0,302,Found,User2 3-83,,TRUE,,170,496,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,22,0,4,,,,,
1.76E+12,39,/roller/roller-ui/menu.rol-643-1,200,OK,User2 3-83,text,TRUE,,6133,497,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,39,0,0,,,,,
1.76E+12,52,/roller/roller-ui/menu.rol-650,200,OK,User2 3-51,text,TRUE,,6303,983,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,21,0,4,,,,,
1.76E+12,21,/roller/roller-ui/menu.rol-650-0,302,Found,User2 3-51,,TRUE,,189,491,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,21,0,4,,,,,
1.76E+12,31,/roller/roller-ui/menu.rol-650-1,200,OK,User2 3-51,text,TRUE,,6114,492,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,31,0,6,,,,,
1.76E+12,56,/roller/roller-ui/authoring/entryAdd.rol-654,200,OK,User2 3-24,text,TRUE,,6303,1030,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,5,,,,,
1.76E+12,19,/roller/roller-ui/authoring/entryAdd.rol-654-0,302,Found,User2 3-24,,TRUE,,170,528,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryAdd.rol?weblog=test1,19,0,5,,,,,
1.76E+12,37,/roller/roller-ui/authoring/entryAdd.rol-654-1,200,OK,User2 3-24,text,TRUE,,6133,502,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,37,0,0,,,,,
1.76E+12,61,/roller/roller-ui/authoring/entryAdd.rol-451,200,OK,User1 2-7,text,TRUE,,6303,976,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,4,,,,,
1.76E+12,19,/roller/roller-ui/authoring/entryAdd.rol-451-0,302,Found,User1 2-7,,TRUE,,170,499,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryAdd.rol?weblog=7,19,0,4,,,,,
1.76E+12,42,/roller/roller-ui/authoring/entryAdd.rol-451-1,200,OK,User1 2-7,text,TRUE,,6133,477,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,42,0,0,,,,,
1.76E+12,51,/roller/roller-ui/menu.rol-650,200,OK,User2 3-52,text,TRUE,,6284,983,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,35,0,6,,,,,
1.76E+12,35,/roller/roller-ui/menu.rol-650-0,302,Found,User2 3-52,,TRUE,,170,491,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,35,0,6,,,,,
1.76E+12,16,/roller/roller-ui/menu.rol-650-1,200,OK,User2 3-52,text,TRUE,,6114,492,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,16,0,0,,,,,
1.76E+12,315,/roller/-353,200,OK,User1 2-95,text,TRUE,,6812,471,100,200,http://172.26.129.146:8080/roller/,315,0,5,,,,,
1.76E+12,70,/roller/roller-ui/authoring/themedata-430,200,OK,User1 2-71,text,TRUE,,6303,856,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,22,0,2,,,,,
1.76E+12,22,/roller/roller-ui/authoring/themedata-430-0,302,Found,User1 2-71,,TRUE,,170,433,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/themedata,22,0,2,,,,,
1.76E+12,48,/roller/roller-ui/authoring/themedata-430-1,200,OK,User1 2-71,text,TRUE,,6133,423,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,48,0,0,,,,,
1.76E+12,50,/roller/roller-ui/authoring/themedata-652,200,OK,User2 3-20,text,TRUE,,6284,856,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,31,0,6,,,,,
1.76E+12,31,/roller/roller-ui/authoring/themedata-652-0,302,Found,User2 3-20,,TRUE,,170,433,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/themedata,31,0,6,,,,,
1.76E+12,19,/roller/roller-ui/authoring/themedata-652-1,200,OK,User2 3-20,text,TRUE,,6114,423,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,0,,,,,
1.76E+12,66,/roller/roller-ui/menu.rol-650,200,OK,User2 3-29,text,TRUE,,6303,983,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,6,0,0,,,,,
1.76E+12,6,/roller/roller-ui/menu.rol-650-0,302,Found,User2 3-29,,TRUE,,189,491,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,6,0,0,,,,,
1.76E+12,60,/roller/roller-ui/menu.rol-650-1,200,OK,User2 3-29,text,TRUE,,6114,492,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,59,0,6,,,,,
1.76E+12,1334,/roller/-627,200,OK,User2 3-95,text,TRUE,,7490,418,100,200,http://172.26.129.146:8080/roller/,1334,0,1003,,,,,
1.76E+12,335,/roller/-410,200,OK,User1 2-79,text,TRUE,,6793,489,100,200,http://172.26.129.146:8080/roller/,335,0,2,,,,,
1.76E+12,51,/roller/roller-ui/profile.rol-644,200,OK,User2 3-71,text,TRUE,,6284,980,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,31,0,6,,,,,
1.76E+12,31,/roller/roller-ui/profile.rol-644-0,302,Found,User2 3-71,,TRUE,,170,491,100,200,http://172.26.129.146:8080/roller/roller-ui/profile.rol,31,0,6,,,,,
1.76E+12,20,/roller/roller-ui/profile.rol-644-1,200,OK,User2 3-71,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,20,0,0,,,,,
1.76E+12,431,/roller/-410,200,OK,User1 2-37,text,TRUE,,6793,489,100,200,http://172.26.129.146:8080/roller/,430,0,0,,,,,
1.76E+12,40,/roller/roller-ui/menu.rol-348,200,OK,User1 2-67,text,TRUE,,6322,979,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,8,0,0,,,,,
1.76E+12,8,/roller/roller-ui/menu.rol-348-0,302,Found,User1 2-67,,TRUE,,189,489,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,8,0,0,,,,,
1.76E+12,32,/roller/roller-ui/menu.rol-348-1,200,OK,User1 2-67,text,TRUE,,6133,490,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,31,0,3,,,,,
1.76E+12,432,/roller/-647,200,OK,User2 3-55,text,TRUE,,6793,470,100,200,http://172.26.129.146:8080/roller/,429,0,0,,,,,
1.76E+12,68,/roller/roller-ui/createWeblog.rol-641,200,OK,User2 3-62,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,6,0,0,,,,,
1.76E+12,6,/roller/roller-ui/createWeblog.rol-641-0,302,Found,User2 3-62,,TRUE,,189,496,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog.rol,6,0,0,,,,,
1.76E+12,62,/roller/roller-ui/createWeblog.rol-641-1,200,OK,User2 3-62,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,62,0,6,,,,,
1.76E+12,56,/roller/roller-ui/profile.rol-644,200,OK,User2 3-88,text,TRUE,,6303,980,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,34,0,6,,,,,
1.76E+12,34,/roller/roller-ui/profile.rol-644-0,302,Found,User2 3-88,,TRUE,,170,491,100,200,http://172.26.129.146:8080/roller/roller-ui/profile.rol,34,0,6,,,,,
1.76E+12,22,/roller/roller-ui/profile.rol-644-1,200,OK,User2 3-88,text,TRUE,,6133,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,22,0,0,,,,,
1.76E+12,57,/roller/roller-services/tagdata/weblog/user1/-453,200,OK,User1 2-20,text,TRUE,,239,533,100,200,http://172.26.129.146:8080/roller/roller-services/tagdata/weblog/user1/?format=json&prefix=technology,57,0,6,,,,,
1.76E+12,455,/roller/-647,200,OK,User2 3-18,text,TRUE,,6740,470,100,200,http://172.26.129.146:8080/roller/,455,0,0,,,,,
1.76E+12,340,/roller/-647,200,OK,User2 3-35,text,TRUE,,6793,470,100,200,http://172.26.129.146:8080/roller/,340,0,3,,,,,
1.76E+12,79,/roller/roller-ui/profile.rol-644,200,OK,User2 3-74,text,TRUE,,6303,980,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,11,0,0,,,,,
1.76E+12,11,/roller/roller-ui/profile.rol-644-0,302,Found,User2 3-74,,TRUE,,189,491,100,200,http://172.26.129.146:8080/roller/roller-ui/profile.rol,11,0,0,,,,,
1.76E+12,68,/roller/roller-ui/profile.rol-644-1,200,OK,User2 3-74,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,68,0,5,,,,,
1.76E+12,54,/roller/roller-ui/menu.rol-643,200,OK,User2 3-77,text,TRUE,,6303,993,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,30,0,5,,,,,
1.76E+12,30,/roller/roller-ui/menu.rol-643-0,302,Found,User2 3-77,,TRUE,,170,496,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,30,0,5,,,,,
1.76E+12,24,/roller/roller-ui/menu.rol-643-1,200,OK,User2 3-77,text,TRUE,,6133,497,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,24,0,0,,,,,
1.76E+12,52,/roller/roller-ui/createWeblog!save.rol-434,200,OK,User1 2-16,text,TRUE,,6322,1369,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,21,0,0,,,,,
1.76E+12,21,/roller/roller-ui/createWeblog!save.rol-434-0,302,Found,User1 2-16,,TRUE,,189,789,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog!save.rol,21,0,0,,,,,
1.76E+12,31,/roller/roller-ui/createWeblog!save.rol-434-1,200,OK,User1 2-16,text,TRUE,,6133,580,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,31,0,2,,,,,
1.76E+12,57,/roller/roller-ui/createWeblog.rol-651,200,OK,User2 3-38,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,32,0,7,,,,,
