timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,# of requests,,,,49189
1.76344E+12,16,/roller/roller-ui/authoring/comments.rol-688-1,200,OK,User2 3-52,text,TRUE,,6114,497,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,16,0,0,,,,,,
1.76344E+12,30,/roller/roller-ui/authoring/entries.rol-474,200,OK,User1 2-58,text,TRUE,,6284,1382,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,17,0,7,,,,,,
1.76344E+12,17,/roller/roller-ui/authoring/entries.rol-474-0,302,Found,User1 2-58,,TRUE,,170,797,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entries.rol,17,0,7,,,,,,
1.76344E+12,12,/roller/roller-ui/authoring/entries.rol-474-1,200,OK,User1 2-58,text,TRUE,,6114,585,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,12,0,0,,,,,,
1.76344E+12,46,/roller/roller-ui/login-redirect.rol-413,200,OK,User1 2-71,text,TRUE,,6303,1005,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,17,0,4,,,,,,
1.76344E+12,17,/roller/roller-ui/login-redirect.rol-413-0,302,Found,User1 2-71,,TRUE,,189,507,100,200,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,17,0,4,,,,,,
1.76344E+12,29,/roller/roller-ui/login-redirect.rol-413-1,200,OK,User1 2-71,text,TRUE,,6114,498,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,29,0,7,,,,,,
1.76344E+12,33,/roller/roller-ui/authoring/entries.rol-660,200,OK,User2 3-82,text,TRUE,,6303,1170,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,9,,,,,,
1.76344E+12,19,/roller/roller-ui/authoring/entries.rol-660-0,302,Found,User2 3-82,,TRUE,,170,598,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entries.rol?weblog=test82,19,0,9,,,,,,
1.76344E+12,14,/roller/roller-ui/authoring/entries.rol-660-1,200,OK,User2 3-82,text,TRUE,,6133,572,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,14,0,0,,,,,,
1.76344E+12,45,/roller/roller-ui/authoring/entries.rol-473,200,OK,User1 2-18,text,TRUE,,6322,1409,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,14,0,4,,,,,,
1.76344E+12,14,/roller/roller-ui/authoring/entries.rol-473-0,302,Found,User1 2-18,,TRUE,,189,811,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entries.rol,14,0,4,,,,,,
1.76344E+12,31,/roller/roller-ui/authoring/entries.rol-473-1,200,OK,User1 2-18,text,TRUE,,6133,598,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,30,0,13,,,,,,
1.76344E+12,51,/roller/roller-ui/authoring/entryEdit!firstSave.rol-463,200,OK,User1 2-48,text,TRUE,,6322,1111,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,12,0,4,,,,,,
1.76344E+12,12,/roller/roller-ui/authoring/entryEdit!firstSave.rol-463-0,302,Found,User1 2-48,,TRUE,,189,595,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryEdit!firstSave.rol?weblog=48&bean.id=b9a5c868-b556-4b82-9306-509f55021168,12,0,4,,,,,,
1.76344E+12,38,/roller/roller-ui/authoring/entryEdit!firstSave.rol-463-1,200,OK,User1 2-48,text,TRUE,,6133,516,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,38,0,5,,,,,,
1.76344E+12,30,/roller/roller-ui/authoring/entryAdd.rol-461,200,OK,User1 2-59,text,TRUE,,6303,1720,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,17,0,6,,,,,,
1.76344E+12,17,/roller/roller-ui/authoring/entryAdd.rol-461-0,302,Found,User1 2-59,,TRUE,,170,1121,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryAdd.rol,17,0,6,,,,,,
1.76344E+12,12,/roller/roller-ui/authoring/entryAdd.rol-461-1,200,OK,User1 2-59,text,TRUE,,6133,599,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,12,0,0,,,,,,
1.76344E+12,124,/roller/roller-services/tagdata/weblog/user1/-452,200,OK,User1 2-22,text,TRUE,,232,526,100,200,http://172.26.129.146:8080/roller/roller-services/tagdata/weblog/user1/?format=json&prefix=tec,124,0,0,,,,,,
1.76344E+12,71,/roller/roller-ui/createWeblog!save.rol-653,200,OK,User2 3-99,text,TRUE,,6322,1390,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,13,0,0,,,,,,
1.76344E+12,13,/roller/roller-ui/createWeblog!save.rol-653-0,302,Found,User2 3-99,,TRUE,,189,810,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog!save.rol,13,0,0,,,,,,
1.76344E+12,58,/roller/roller-ui/createWeblog!save.rol-653-1,200,OK,User2 3-99,text,TRUE,,6133,580,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,58,0,4,,,,,,
1.76344E+12,45,/roller/roller-ui/authoring/entries.rol-704,200,OK,User2 3-4,text,TRUE,,6322,1169,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,12,0,4,,,,,,
1.76344E+12,12,/roller/roller-ui/authoring/entries.rol-704-0,302,Found,User2 3-4,,TRUE,,189,597,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entries.rol?weblog=test4,12,0,4,,,,,,
1.76344E+12,33,/roller/roller-ui/authoring/entries.rol-704-1,200,OK,User2 3-4,text,TRUE,,6133,572,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,33,0,8,,,,,,
1.76344E+12,35,/roller/roller-ui/createWeblog.rol-429,200,OK,User1 2-70,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,23,0,7,,,,,,
1.76344E+12,23,/roller/roller-ui/createWeblog.rol-429-0,302,Found,User1 2-70,,TRUE,,170,496,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog.rol,23,0,7,,,,,,
1.76344E+12,12,/roller/roller-ui/createWeblog.rol-429-1,200,OK,User1 2-70,text,TRUE,,6133,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,12,0,0,,,,,,
1.76344E+12,24,/roller/roller-ui/login-redirect.rol-413,200,OK,User1 2-93,text,TRUE,,6303,1005,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,8,0,0,,,,,,
1.76344E+12,8,/roller/roller-ui/login-redirect.rol-413-0,302,Found,User1 2-93,,TRUE,,170,507,100,200,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,8,0,0,,,,,,
1.76344E+12,16,/roller/roller-ui/login-redirect.rol-413-1,200,OK,User1 2-93,text,TRUE,,6133,498,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,16,0,0,,,,,,
1.76344E+12,102,/roller/-672,200,OK,User2 3-62,text,TRUE,,6552,470,100,200,http://172.26.129.146:8080/roller/,102,0,0,,,,,,
1.76344E+12,25,/roller/roller-ui/register!save.rol-412,200,OK,User1 2-62,text,TRUE,,3611,886,100,200,http://172.26.129.146:8080/roller/roller-ui/register!save.rol,25,0,0,,,,,,
1.76344E+12,36,/roller/roller-ui/register!save.rol-412,200,OK,User1 2-94,text,TRUE,,3630,886,100,200,http://172.26.129.146:8080/roller/roller-ui/register!save.rol,36,0,8,,,,,,
1.76344E+12,17,/roller/roller-services/tagdata/weblog/user1/-460,200,OK,User1 2-40,text,TRUE,,255,530,100,200,http://172.26.129.146:8080/roller/roller-services/tagdata/weblog/user1/?format=json&prefix=finance,17,0,0,,,,,,
1.76344E+12,263,/roller/-672,200,OK,User2 3-49,text,TRUE,,6552,470,100,200,http://172.26.129.146:8080/roller/,262,0,7,,,,,,
1.76344E+12,51,/roller/roller-ui/profile.rol-437,200,OK,User1 2-60,text,TRUE,,6322,980,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,15,0,5,,,,,,
1.76344E+12,15,/roller/roller-ui/profile.rol-437-0,302,Found,User1 2-60,,TRUE,,189,491,100,200,http://172.26.129.146:8080/roller/roller-ui/profile.rol,15,0,5,,,,,,
1.76344E+12,35,/roller/roller-ui/profile.rol-437-1,200,OK,User1 2-60,text,TRUE,,6133,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,34,0,9,,,,,,
1.76344E+12,43,/roller/roller-ui/createWeblog.rol-651,200,OK,User2 3-88,text,TRUE,,6303,985,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,15,0,0,,,,,,
1.76344E+12,15,/roller/roller-ui/createWeblog.rol-651-0,302,Found,User2 3-88,,TRUE,,189,496,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog.rol,15,0,0,,,,,,
1.76344E+12,28,/roller/roller-ui/createWeblog.rol-651-1,200,OK,User2 3-88,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,28,0,8,,,,,,
1.76344E+12,124,/roller/roller-ui/authoring/entries.rol-476,200,OK,User1 2-11,text,TRUE,,6284,1380,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,31,0,3,,,,,,
1.76344E+12,31,/roller/roller-ui/authoring/entries.rol-476-0,302,Found,User1 2-11,,TRUE,,170,795,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entries.rol,31,0,3,,,,,,
1.76344E+12,182,/roller/-672,200,OK,User2 3-1,text,TRUE,,6552,470,100,200,http://172.26.129.146:8080/roller/,182,0,0,,,,,,
1.76344E+12,93,/roller/roller-ui/authoring/entries.rol-476-1,200,OK,User1 2-11,text,TRUE,,6114,585,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,93,0,0,,,,,,
1.76344E+12,24,/roller/CommentAuthenticatorServlet-666,200,OK,User2 3-96,text,TRUE,,320,414,100,200,http://172.26.129.146:8080/roller/CommentAuthenticatorServlet?weblog=test96,24,0,9,,,,,,
1.76344E+12,50,/roller/roller-ui/authoring/entries.rol-473,200,OK,User1 2-51,text,TRUE,,6284,1409,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,17,0,7,,,,,,
1.76344E+12,17,/roller/roller-ui/authoring/entries.rol-473-0,302,Found,User1 2-51,,TRUE,,170,811,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entries.rol,17,0,7,,,,,,
1.76344E+12,33,/roller/roller-ui/authoring/entries.rol-473-1,200,OK,User1 2-51,text,TRUE,,6114,598,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,33,0,0,,,,,,
1.76344E+12,295,/roller/roller-ui/authoring/comments.rol-688,200,OK,User2 3-34,text,TRUE,,6284,1020,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,24,0,7,,,,,,
1.76344E+12,24,/roller/roller-ui/authoring/comments.rol-688-0,302,Found,User2 3-34,,TRUE,,170,523,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/comments.rol?weblog=test1,24,0,7,,,,,,
1.76344E+12,271,/roller/roller-ui/authoring/comments.rol-688-1,200,OK,User2 3-34,text,TRUE,,6114,497,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,271,0,0,,,,,,
1.76344E+12,192,/roller/roller-ui/profile.rol-649,200,OK,User2 3-85,text,TRUE,,6284,980,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,4,0,0,,,,,,
1.76344E+12,4,/roller/roller-ui/profile.rol-649-0,302,Found,User2 3-85,,TRUE,,170,491,100,200,http://172.26.129.146:8080/roller/roller-ui/profile.rol,4,0,0,,,,,,
1.76344E+12,187,/roller/roller-ui/profile.rol-649-1,200,OK,User2 3-85,text,TRUE,,6114,489,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,187,0,0,,,,,,
1.76344E+12,296,/roller/-647,200,OK,User2 3-92,text,TRUE,,6552,470,100,200,http://172.26.129.146:8080/roller/,295,0,0,,,,,,
1.76344E+12,65,/roller/roller-ui/authoring/entryAdd.rol-451,200,OK,User1 2-46,text,TRUE,,6303,977,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,17,0,4,,,,,,
1.76344E+12,17,/roller/roller-ui/authoring/entryAdd.rol-451-0,302,Found,User1 2-46,,TRUE,,189,500,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryAdd.rol?weblog=46,17,0,4,,,,,,
1.76344E+12,48,/roller/roller-ui/authoring/entryAdd.rol-451-1,200,OK,User1 2-46,text,TRUE,,6114,477,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,48,0,7,,,,,,
1.76344E+12,17,/roller/roller-ui/styles/jquery.mobile-theme/default.min.css-680,200,OK,User2 3-2,text,TRUE,,15154,450,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/default.min.css,10,0,0,,,,,,
1.76344E+12,37,/roller/roller-ui/login.rol-420,200,OK,User1 2-88,text,TRUE,,6313,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,37,0,8,,,,,,
1.76344E+12,196,/roller/roller-ui/authoring/previewresource/user1/css/style.css-480,200,OK,User1 2-33,text,TRUE,,6284,944,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,49,0,0,,,,,,
1.76344E+12,49,/roller/roller-ui/authoring/previewresource/user1/css/style.css-480-0,302,Found,User1 2-33,,TRUE,,170,490,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/previewresource/user1/css/style.css,49,0,0,,,,,,
1.76344E+12,147,/roller/roller-ui/authoring/previewresource/user1/css/style.css-480-1,200,OK,User1 2-33,text,TRUE,,6114,454,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,146,0,0,,,,,,
1.76344E+12,46,/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css-681,200,OK,User2 3-27,text,TRUE,,127304,462,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css,22,0,9,,,,,,
1.76344E+12,30,/roller/roller-ui/styles/jquery.mobile-theme/default.min.css-680,200,OK,User2 3-68,text,TRUE,,15154,450,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/default.min.css,24,0,9,,,,,,
1.76344E+12,59,/roller/roller-ui/authoring/entries.rol-660,200,OK,User2 3-74,text,TRUE,,6303,1170,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,,
1.76344E+12,7,/roller/roller-ui/authoring/entries.rol-660-0,302,Found,User2 3-74,,TRUE,,189,598,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entries.rol?weblog=test74,7,0,0,,,,,,
1.76344E+12,52,/roller/roller-ui/authoring/entries.rol-660-1,200,OK,User2 3-74,text,TRUE,,6114,572,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,52,0,7,,,,,,
1.76344E+12,28,/roller/roller-ui/styles/jquery.mobile-theme/default.min.css-680,200,OK,User2 3-38,text,TRUE,,15154,450,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/default.min.css,22,0,8,,,,,,
1.76344E+12,44,/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css-681,200,OK,User2 3-65,text,TRUE,,127304,462,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css,21,0,9,,,,,,
1.76344E+12,42,/roller/roller-ui/authoring/categoryEdit!save.rol-696,200,OK,User2 3-53,text,TRUE,,6284,1379,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,23,0,9,,,,,,
1.76344E+12,23,/roller/roller-ui/authoring/categoryEdit!save.rol-696-0,302,Found,User2 3-53,,TRUE,,170,777,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/categoryEdit!save.rol,23,0,9,,,,,,
1.76344E+12,19,/roller/roller-ui/authoring/categoryEdit!save.rol-696-1,200,OK,User2 3-53,text,TRUE,,6114,602,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,0,,,,,,
1.76344E+12,55,/roller/roller-ui/createWeblog!save.rol-653,200,OK,User2 3-86,text,TRUE,,6303,1390,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,19,0,8,,,,,,
1.76344E+12,19,/roller/roller-ui/createWeblog!save.rol-653-0,302,Found,User2 3-86,,TRUE,,189,810,100,200,http://172.26.129.146:8080/roller/roller-ui/createWeblog!save.rol,19,0,8,,,,,,
1.76344E+12,22,/roller/roller-ui/styles/jquery.mobile-theme/default.min.css-680,200,OK,User2 3-28,text,TRUE,,15154,450,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/default.min.css,9,0,0,,,,,,
1.76344E+12,36,/roller/roller-ui/createWeblog!save.rol-653-1,200,OK,User2 3-86,text,TRUE,,6114,580,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,36,0,9,,,,,,
1.76344E+12,186,/roller/roller-ui/menu.rol-671,200,OK,User2 3-42,text,TRUE,,6284,1025,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,54,0,0,,,,,,
1.76344E+12,54,/roller/roller-ui/menu.rol-671-0,302,Found,User2 3-42,,TRUE,,170,512,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,54,0,0,,,,,,
1.76344E+12,132,/roller/roller-ui/menu.rol-671-1,200,OK,User2 3-42,text,TRUE,,6114,513,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,132,0,0,,,,,,
1.76344E+12,30,/roller/roller-ui/login-redirect.rol-413,200,OK,User1 2-62,text,TRUE,,6284,1005,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,9,0,0,,,,,,
1.76344E+12,9,/roller/roller-ui/login-redirect.rol-413-0,302,Found,User1 2-62,,TRUE,,170,507,100,200,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,9,0,0,,,,,,
1.76344E+12,20,/roller/roller-ui/login-redirect.rol-413-1,200,OK,User1 2-62,text,TRUE,,6114,498,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,20,0,0,,,,,,
1.76344E+12,48,/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css-681,200,OK,User2 3-59,text,TRUE,,127285,462,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css,23,0,9,,,,,,
1.76344E+12,318,/roller/-672,200,OK,User2 3-30,text,TRUE,,6552,470,100,200,http://172.26.129.146:8080/roller/,318,0,0,,,,,,
1.76344E+12,67,/roller/roller-ui/menu.rol-436,200,OK,User1 2-29,text,TRUE,,6303,941,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,11,0,0,,,,,,
1.76344E+12,11,/roller/roller-ui/menu.rol-436-0,302,Found,User1 2-29,,TRUE,,189,470,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,11,0,0,,,,,,
1.76344E+12,56,/roller/roller-ui/menu.rol-436-1,200,OK,User1 2-29,text,TRUE,,6114,471,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,55,0,8,,,,,,
1.76344E+12,23,/roller/roller-ui/authoring/comments.rol-688,200,OK,User2 3-26,text,TRUE,,6284,1020,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,17,0,0,,,,,,
1.76344E+12,17,/roller/roller-ui/authoring/comments.rol-688-0,302,Found,User2 3-26,,TRUE,,170,523,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/comments.rol?weblog=test1,17,0,0,,,,,,
1.76344E+12,6,/roller/roller-ui/authoring/comments.rol-688-1,200,OK,User2 3-26,text,TRUE,,6114,497,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,6,0,0,,,,,,
1.76344E+12,1193,/roller/roller-ui/authoring/themedata-430,200,OK,User1 2-69,text,TRUE,,6303,856,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,11,0,0,,,,,,
1.76344E+12,11,/roller/roller-ui/authoring/themedata-430-0,302,Found,User1 2-69,,TRUE,,189,433,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/themedata,11,0,0,,,,,,
1.76344E+12,1182,/roller/roller-ui/authoring/themedata-430-1,200,OK,User1 2-69,text,TRUE,,6114,423,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,1182,0,1007,,,,,,
1.76344E+12,20,/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css-681,200,OK,User2 3-38,text,TRUE,,127285,462,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css,15,0,0,,,,,,
1.76344E+12,388,/roller/-435,200,OK,User1 2-49,text,TRUE,,6552,483,100,200,http://172.26.129.146:8080/roller/,388,0,0,,,,,,
1.76344E+12,182,/roller/roller-ui/authoring/entryAdd.rol-461,200,OK,User1 2-34,text,TRUE,,6303,1720,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,37,0,2,,,,,,
1.76344E+12,37,/roller/roller-ui/authoring/entryAdd.rol-461-0,302,Found,User1 2-34,,TRUE,,170,1121,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryAdd.rol,37,0,2,,,,,,
1.76344E+12,145,/roller/roller-ui/authoring/entryAdd.rol-461-1,200,OK,User1 2-34,text,TRUE,,6133,599,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,145,0,0,,,,,,
1.76344E+12,184,/roller/roller-ui/profile!save.rol-439,200,OK,User1 2-20,text,TRUE,,6303,1408,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,39,0,2,,,,,,
1.76344E+12,39,/roller/roller-ui/profile!save.rol-439-0,302,Found,User1 2-20,,TRUE,,170,828,100,200,http://172.26.129.146:8080/roller/roller-ui/profile!save.rol,39,0,2,,,,,,
1.76344E+12,145,/roller/roller-ui/profile!save.rol-439-1,200,OK,User1 2-20,text,TRUE,,6133,580,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,145,0,0,,,,,,
1.76344E+12,176,/roller/roller-ui/authoring/entryEdit!firstSave.rol-463,200,OK,User1 2-3,text,TRUE,,6303,1110,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,29,0,0,,,,,,
1.76344E+12,29,/roller/roller-ui/authoring/entryEdit!firstSave.rol-463-0,302,Found,User1 2-3,,TRUE,,170,594,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryEdit!firstSave.rol?weblog=3&bean.id=b9a5c868-b556-4b82-9306-509f55021168,29,0,0,,,,,,
1.76344E+12,147,/roller/roller-ui/authoring/entryEdit!firstSave.rol-463-1,200,OK,User1 2-3,text,TRUE,,6133,516,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,147,0,0,,,,,,
1.76344E+12,10,/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css-681,200,OK,User2 3-28,text,TRUE,,127285,462,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/jquery.mobile.icons.min.css,4,0,0,,,,,,
1.76344E+12,231,/roller/roller-ui/authoring/entryAdd.rol-655,200,OK,User2 3-90,text,TRUE,,6303,1745,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,10,0,0,,,,,,
1.76344E+12,10,/roller/roller-ui/authoring/entryAdd.rol-655-0,302,Found,User2 3-90,,TRUE,,189,1146,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryAdd.rol,10,0,0,,,,,,
1.76344E+12,221,/roller/roller-ui/authoring/entryAdd.rol-655-1,200,OK,User2 3-90,text,TRUE,,6114,599,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,220,0,4,,,,,,
1.76344E+12,69,/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6-689,200,OK,User2 3-25,text,TRUE,,6303,1205,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,21,0,9,,,,,,
1.76344E+12,21,/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6-689-0,302,Found,User2 3-25,,TRUE,,189,668,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6,21,0,9,,,,,,
1.76344E+12,48,/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6-689-1,200,OK,User2 3-25,text,TRUE,,6114,537,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,48,0,9,,,,,,
1.76344E+12,33,/roller/roller-ui/menu.rol-426,200,OK,User1 2-54,text,TRUE,,6303,1001,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,21,0,7,,,,,,
1.76344E+12,21,/roller/roller-ui/menu.rol-426-0,302,Found,User1 2-54,,TRUE,,170,500,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,21,0,7,,,,,,
1.76344E+12,11,/roller/roller-ui/menu.rol-426-1,200,OK,User1 2-54,text,TRUE,,6133,501,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,10,0,0,,,,,,
1.76344E+12,13,/roller/roller-ui/authoring/entryAdd.rol-697,200,OK,User2 3-53,text,TRUE,,6303,1051,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,4,0,0,,,,,,
1.76344E+12,4,/roller/roller-ui/authoring/entryAdd.rol-697-0,302,Found,User2 3-53,,TRUE,,170,539,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/entryAdd.rol?weblog=test53,4,0,0,,,,,,
1.76344E+12,9,/roller/roller-ui/authoring/entryAdd.rol-697-1,200,OK,User2 3-53,text,TRUE,,6133,512,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,9,0,0,,,,,,
1.76344E+12,6,/roller/roller-ui/styles/jquery.mobile-theme/default.min.css-680,200,OK,User2 3-60,text,TRUE,,15173,450,100,200,http://172.26.129.146:8080/roller/roller-ui/styles/jquery.mobile-theme/default.min.css,5,0,0,,,,,,
1.76344E+12,52,/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6-689,200,OK,User2 3-52,text,TRUE,,6322,1205,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,21,0,0,,,,,,
1.76344E+12,21,/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6-689-0,302,Found,User2 3-52,,TRUE,,189,668,100,200,http://172.26.129.146:8080/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6,21,0,0,,,,,,
1.76344E+12,31,/roller/roller-ui/authoring/commentdata?id=fb171d3b-6c2c-45b9-8cb3-7c906b57c0a7&salt=qRPJ6qyXZJynleTtMcq6-689-1,200,OK,User2 3-52,text,TRUE,,6133,537,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,30,0,16,,,,,,
1.76344E+12,278,/roller/roller-ui/menu.rol-671,200,OK,User2 3-36,text,TRUE,,6284,1025,100,200,http://172.26.129.146:8080/roller/roller-ui/login.rol,101,0,2,,,,,,
1.76344E+12,101,/roller/roller-ui/menu.rol-671-0,302,Found,User2 3-36,,TRUE,,170,512,100,200,http://172.26.129.146:8080/roller/roller-ui/menu.rol,101,0,2,,,,,,
