timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,
1.76336E+12,843,/roller/roller_j_security_check-338,200,OK,User1 2-8,text,TRUE,,6452,1221,40,69,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,160,0,0,,,,
1.76336E+12,160,/roller/roller_j_security_check-338-0,302,Found,User1 2-8,,TRUE,,259,637,40,69,http://172.26.129.146:8080/roller/roller_j_security_check,160,0,0,,,,
1.76336E+12,684,/roller/roller_j_security_check-338-1,200,OK,User1 2-8,text,TRUE,,6193,584,40,69,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,684,0,0,,,,
1.76336E+12,526,/roller/roller-ui/register.rol-628,200,OK,User2 3-10,text,TRUE,,3800,474,29,69,http://172.26.129.146:8080/roller/roller-ui/register.rol,526,0,0,,,,
1.76336E+12,550,/roller/roller-ui/register.rol-628,200,OK,User2 3-9,text,TRUE,,3800,474,29,69,http://172.26.129.146:8080/roller/roller-ui/register.rol,550,0,0,,,,
1.76336E+12,867,/roller/roller_j_security_check-338,200,OK,User1 2-11,text,TRUE,,6452,1222,40,69,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,152,0,0,,,,
1.76336E+12,152,/roller/roller_j_security_check-338-0,302,Found,User1 2-11,,TRUE,,259,638,40,69,http://172.26.129.146:8080/roller/roller_j_security_check,152,0,0,,,,
1.76336E+12,715,/roller/roller_j_security_check-338-1,200,OK,User1 2-11,text,TRUE,,6193,584,40,69,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,715,0,0,,,,
1.76336E+12,989,/roller/roller_j_security_check-338,200,OK,User1 2-5,text,TRUE,,6452,1221,40,69,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,270,0,0,,,,
1.76336E+12,270,/roller/roller_j_security_check-338-0,302,Found,User1 2-5,,TRUE,,259,637,40,69,http://172.26.129.146:8080/roller/roller_j_security_check,270,0,0,,,,
1.76336E+12,719,/roller/roller_j_security_check-338-1,200,OK,User1 2-5,text,TRUE,,6193,584,40,69,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,719,0,0,,,,
1.76336E+12,482,/roller/-627,200,OK,User2 3-20,text,TRUE,,7104,418,29,70,http://172.26.129.146:8080/roller/,482,0,1,,,,
1.76336E+12,495,/roller/roller-ui/register.rol-628,200,OK,User2 3-8,text,TRUE,,3800,474,29,70,http://172.26.129.146:8080/roller/roller-ui/register.rol,495,0,0,,,,
