timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,
1.76E+12,107,/roller/-332,200,OK,User1 2-1,text,TRUE,,7104,356,3,3,http://172.26.129.146:8080/roller/,107,0,6,,# of messages,,,46006
1.76E+12,100,/roller/-332,200,OK,User1 2-2,text,TRUE,,7104,356,4,4,http://172.26.129.146:8080/roller/,100,0,6,,time,,141562,141.562
1.76E+12,80,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-1,text,TRUE,,6183,951,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,4,0,0,,throughput,,,324.9883443
1.76E+12,4,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-1,,TRUE,,170,480,4,4,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,4,0,0,,elapse,,31631256,687.54632
1.76E+12,76,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-1,text,TRUE,,6013,471,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,76,0,0,,latency,,20754575,451.1275703
1.76E+12,88,/roller/-332,200,OK,User1 2-3,text,TRUE,,7104,356,4,4,http://172.26.129.146:8080/roller/,88,0,3,,processing delay,,10876681,236.4187497
1.76E+12,110,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-2,text,TRUE,,6183,951,6,6,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,
1.76E+12,7,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-2,,TRUE,,170,480,6,6,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,7,0,0,,,,,
1.76E+12,103,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-2,text,TRUE,,6013,471,6,6,http://172.26.129.146:8080/roller/roller-ui/login.rol,103,0,0,,,,,
1.76E+12,128,/roller/-332,200,OK,User1 2-4,text,TRUE,,7104,356,6,6,http://172.26.129.146:8080/roller/,128,0,8,,,,,
1.76E+12,112,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-3,text,TRUE,,6183,951,7,7,http://172.26.129.146:8080/roller/roller-ui/login.rol,3,0,0,,,,,
1.76E+12,3,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-3,,TRUE,,170,480,7,7,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,3,0,0,,,,,
1.76E+12,109,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-3,text,TRUE,,6013,471,7,7,http://172.26.129.146:8080/roller/roller-ui/login.rol,109,0,0,,,,,
1.76E+12,126,/roller/-332,200,OK,User1 2-6,text,TRUE,,7104,356,7,7,http://172.26.129.146:8080/roller/,126,0,3,,,,,
1.76E+12,177,/roller/-332,200,OK,User1 2-5,text,TRUE,,7104,356,7,7,http://172.26.129.146:8080/roller/,177,0,4,,,,,
1.76E+12,83,/roller/-332,200,OK,User1 2-7,text,TRUE,,7104,356,8,8,http://172.26.129.146:8080/roller/,79,0,5,,,,,
1.76E+12,92,/roller/roller_j_security_check-338,200,OK,User1 2-3,text,TRUE,,6452,1221,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,6,0,0,,,,,
1.76E+12,6,/roller/roller_j_security_check-338-0,302,Found,User1 2-3,,TRUE,,259,637,8,8,http://172.26.129.146:8080/roller/roller_j_security_check,6,0,0,,,,,
1.76E+12,86,/roller/roller_j_security_check-338-1,200,OK,User1 2-3,text,TRUE,,6193,584,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,84,0,0,,,,,
1.76E+12,205,/roller/roller_j_security_check-338,200,OK,User1 2-1,text,TRUE,,6452,1221,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,8,0,0,,,,,
1.76E+12,8,/roller/roller_j_security_check-338-0,302,Found,User1 2-1,,TRUE,,259,637,8,8,http://172.26.129.146:8080/roller/roller_j_security_check,8,0,0,,,,,
1.76E+12,197,/roller/roller_j_security_check-338-1,200,OK,User1 2-1,text,TRUE,,6193,584,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,195,0,0,,,,,
1.76E+12,143,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-7,text,TRUE,,6183,951,11,11,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,
1.76E+12,149,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-6,text,TRUE,,6183,951,11,11,http://172.26.129.146:8080/roller/roller-ui/login.rol,6,0,0,,,,,
