timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect,,,,,
1.76343E+12,60,/roller/-332,200,OK,User1 2-1,text,TRUE,,7104,356,2,2,http://172.26.129.146:8080/roller/,60,0,2,,,,,
1.76343E+12,27,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-1,text,TRUE,,6183,951,2,2,http://172.26.129.146:8080/roller/roller-ui/login.rol,4,0,0,,,,,
1.76343E+12,4,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-1,,TRUE,,170,480,2,2,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,4,0,0,,,,,
1.76343E+12,23,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-1,text,TRUE,,6013,471,2,2,http://172.26.129.146:8080/roller/roller-ui/login.rol,23,0,0,,# of requests,,,49508
1.76343E+12,82,/roller/-332,200,OK,User1 2-2,text,TRUE,,7104,356,3,3,http://172.26.129.146:8080/roller/,82,0,2,,time,,105536,105.536
1.76343E+12,47,/roller/roller_j_security_check-338,200,OK,User1 2-1,text,TRUE,,6452,1221,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,4,0,0,,throughput,,,469.1100667
1.76343E+12,4,/roller/roller_j_security_check-338-0,302,Found,User1 2-1,,TRUE,,259,637,3,3,http://172.26.129.146:8080/roller/roller_j_security_check,4,0,0,,elapsed,,18620690,376.1147693
1.76343E+12,43,/roller/roller_j_security_check-338-1,200,OK,User1 2-1,text,TRUE,,6193,584,3,3,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,43,0,0,,latency,,12522871,252.9464127
1.76343E+12,49,/roller/-332,200,OK,User1 2-3,text,TRUE,,7104,356,3,3,http://172.26.129.146:8080/roller/,49,0,2,,delay,,6097819,123.1683566
1.76343E+12,33,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-2,text,TRUE,,6183,951,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,3,0,0,,,,,
1.76343E+12,3,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-2,,TRUE,,170,480,4,4,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,3,0,0,,,,,
1.76343E+12,30,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-2,text,TRUE,,6013,471,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,30,0,0,,,,,
1.76343E+12,32,/roller/roller-ui/login.rol-340,200,OK,User1 2-1,text,TRUE,,6193,501,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,32,0,0,,,,,
1.76343E+12,28,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-3,text,TRUE,,6183,951,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,3,0,0,,,,,
1.76343E+12,3,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-3,,TRUE,,170,480,4,4,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,3,0,0,,,,,
1.76343E+12,25,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-3,text,TRUE,,6013,471,4,4,http://172.26.129.146:8080/roller/roller-ui/login.rol,25,0,0,,,,,
1.76343E+12,90,/roller/-332,200,OK,User1 2-4,text,TRUE,,7104,356,5,5,http://172.26.129.146:8080/roller/,90,0,3,,,,,
1.76343E+12,78,/roller/roller_j_security_check-338,200,OK,User1 2-2,text,TRUE,,6452,1221,5,5,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,4,0,0,,,,,
1.76343E+12,4,/roller/roller_j_security_check-338-0,302,Found,User1 2-2,,TRUE,,259,637,5,5,http://172.26.129.146:8080/roller/roller_j_security_check,4,0,0,,,,,
1.76343E+12,74,/roller/roller_j_security_check-338-1,200,OK,User1 2-2,text,TRUE,,6193,584,5,5,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,74,0,0,,,,,
1.76343E+12,98,/roller/-332,200,OK,User1 2-5,text,TRUE,,7104,356,6,6,http://172.26.129.146:8080/roller/,98,0,11,,,,,
1.76343E+12,121,/roller/roller_j_security_check-338,200,OK,User1 2-3,text,TRUE,,6452,1221,6,6,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,13,0,0,,,,,
1.76343E+12,56,/roller/roller-ui/login.rol-340,200,OK,User1 2-2,text,TRUE,,6193,501,6,6,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,56,0,0,,,,,
1.76343E+12,13,/roller/roller_j_security_check-338-0,302,Found,User1 2-3,,TRUE,,259,637,6,6,http://172.26.129.146:8080/roller/roller_j_security_check,13,0,0,,,,,
1.76343E+12,131,/roller/roller-ui/menu.rol-343,200,OK,User1 2-1,text,TRUE,,6183,1001,6,6,http://172.26.129.146:8080/roller/roller-ui/login.rol,2,0,0,,,,,
1.76343E+12,107,/roller/roller_j_security_check-338-1,200,OK,User1 2-3,text,TRUE,,6193,584,6,6,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,107,0,0,,,,,
1.76343E+12,2,/roller/roller-ui/menu.rol-343-0,302,Found,User1 2-1,,TRUE,,170,500,6,6,http://172.26.129.146:8080/roller/roller-ui/menu.rol,2,0,0,,,,,
1.76343E+12,129,/roller/roller-ui/menu.rol-343-1,200,OK,User1 2-1,text,TRUE,,6013,501,6,6,http://172.26.129.146:8080/roller/roller-ui/login.rol,129,0,0,,,,,
1.76343E+12,30,/roller/roller-ui/login.rol-340,200,OK,User1 2-3,text,TRUE,,6193,501,7,7,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,30,0,0,,,,,
1.76343E+12,102,/roller/-332,200,OK,User1 2-6,text,TRUE,,7104,356,8,8,http://172.26.129.146:8080/roller/,102,0,3,,,,,
1.76343E+12,113,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-4,text,TRUE,,6183,951,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,56,0,0,,,,,
1.76343E+12,56,/roller/roller-ui/login-redirect.rol-333,200,OK,User1 2-5,text,TRUE,,6183,951,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,5,0,0,,,,,
1.76343E+12,56,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-4,,TRUE,,170,480,8,8,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,56,0,0,,,,,
1.76343E+12,5,/roller/roller-ui/login-redirect.rol-333-0,302,Found,User1 2-5,,TRUE,,170,480,8,8,http://172.26.129.146:8080/roller/roller-ui/login-redirect.rol,5,0,0,,,,,
1.76343E+12,57,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-4,text,TRUE,,6013,471,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,56,0,0,,,,,
1.76343E+12,51,/roller/roller-ui/login-redirect.rol-333-1,200,OK,User1 2-5,text,TRUE,,6013,471,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,51,0,0,,,,,
1.76343E+12,58,/roller/roller-ui/menu.rol-343,200,OK,User1 2-2,text,TRUE,,6183,1001,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,4,0,0,,,,,
1.76343E+12,5,/roller/roller-ui/menu.rol-343-0,302,Found,User1 2-2,,TRUE,,170,500,8,8,http://172.26.129.146:8080/roller/roller-ui/menu.rol,4,0,0,,,,,
1.76343E+12,53,/roller/roller-ui/menu.rol-343-1,200,OK,User1 2-2,text,TRUE,,6013,501,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,53,0,0,,,,,
1.76343E+12,65,/roller/roller-ui/menu.rol-348,200,OK,User1 2-1,text,TRUE,,6183,979,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,13,0,0,,,,,
1.76343E+12,13,/roller/roller-ui/menu.rol-348-0,302,Found,User1 2-1,,TRUE,,170,489,8,8,http://172.26.129.146:8080/roller/roller-ui/menu.rol,13,0,0,,,,,
1.76343E+12,52,/roller/roller-ui/menu.rol-348-1,200,OK,User1 2-1,text,TRUE,,6013,490,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,52,0,0,,,,,
1.76343E+12,41,/roller/roller-ui/menu.rol-343,200,OK,User1 2-3,text,TRUE,,6183,1001,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,3,0,0,,,,,
1.76343E+12,3,/roller/roller-ui/menu.rol-343-0,302,Found,User1 2-3,,TRUE,,170,500,8,8,http://172.26.129.146:8080/roller/roller-ui/menu.rol,3,0,0,,,,,
1.76343E+12,38,/roller/roller-ui/menu.rol-343-1,200,OK,User1 2-3,text,TRUE,,6013,501,8,8,http://172.26.129.146:8080/roller/roller-ui/login.rol,38,0,0,,,,,
1.76343E+12,76,/roller/-332,200,OK,User1 2-7,text,TRUE,,7104,356,8,8,http://172.26.129.146:8080/roller/,76,0,10,,,,,
1.76343E+12,72,/roller/roller_j_security_check-338,200,OK,User1 2-5,text,TRUE,,6452,1221,9,10,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,8,0,0,,,,,
1.76343E+12,8,/roller/roller_j_security_check-338-0,302,Found,User1 2-5,,TRUE,,259,637,9,10,http://172.26.129.146:8080/roller/roller_j_security_check,8,0,0,,,,,
1.76343E+12,64,/roller/roller_j_security_check-338-1,200,OK,User1 2-5,text,TRUE,,6193,584,9,10,http://172.26.129.146:8080/roller/roller-ui/login.rol?error=true,64,0,0,,,,,
1.76343E+12,86,/roller/roller-ui/menu.rol-348,200,OK,User1 2-2,text,TRUE,,6183,979,9,10,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,
1.76343E+12,7,/roller/roller-ui/menu.rol-348-0,302,Found,User1 2-2,,TRUE,,170,489,9,10,http://172.26.129.146:8080/roller/roller-ui/menu.rol,7,0,0,,,,,
1.76343E+12,79,/roller/roller-ui/menu.rol-348-1,200,OK,User1 2-2,text,TRUE,,6013,490,9,10,http://172.26.129.146:8080/roller/roller-ui/login.rol,79,0,0,,,,,
1.76343E+12,85,/roller/roller-ui/menu.rol-348,200,OK,User1 2-3,text,TRUE,,6183,979,10,11,http://172.26.129.146:8080/roller/roller-ui/login.rol,7,0,0,,,,,
1.76343E+12,7,/roller/roller-ui/menu.rol-348-0,302,Found,User1 2-3,,TRUE,,170,489,10,11,http://172.26.129.146:8080/roller/roller-ui/menu.rol,7,0,0,,,,,
